"시·군·구별","성별","자격별","연령별","항목","단위","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년",
"성동구","계","건강보험","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","261138","257381","257203","258977","263483","265619","258544","249372","244137","239598",
"성동구","계","건강보험","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","32522","33677","34922","35938","37928","39361","40507","41983","43661","45344",
"성동구","계","의료급여","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","447","528","502","433","368","356","377","336","311","259",
"성동구","계","의료급여","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","278","368","347","281","216","219","215","189","173","123",
"성동구","계","의료급여","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","169","160","155","152","152","137","162","147","138","136",
"성동구","계","기초","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","5563","5538","6178","6186","6183","6322","6286","6436","6295","6149",
"성동구","계","기초","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","3793","3694","4125","4107","4034","4087","3983","3986","3779","3514",
"성동구","계","기초","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","1770","1844","2053","2079","2149","2235","2303","2450","2516","2635",
"성동구","남자","합계","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","149278","147737","148388","149377","151903","153111","149782","145791","143391","141577",
"성동구","남자","합계","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","134341","132213","132244","132803","134393","134941","131017","126335","123105","120405",
"성동구","남자","합계","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","14937","15524","16144","16574","17510","18170","18765","19456","20286","21172",
"성동구","남자","건강보험","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","146504","144871","145208","146195","148693","149807","146421","142349","139960","138224",
"성동구","남자","건강보험","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","132201","130001","129820","130399","132015","132521","128612","123929","120778","118231",
"성동구","남자","건강보험","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","14303","14870","15388","15796","16678","17286","17809","18420","19182","19993",
"성동구","남자","의료급여","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","227","315","293","238","171","159","166","147","136","95",
"성동구","남자","의료급여","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","161","255","237","184","115","114","107","93","85","48",
"성동구","남자","의료급여","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","66","60","56","54","56","45","59","54","51","47",
"성동구","남자","기초","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","2547","2551","2887","2944","3039","3145","3195","3295","3295","3258",
"성동구","남자","기초","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","1979","1957","2187","2220","2263","2306","2298","2313","2242","2126",
"성동구","남자","기초","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","568","594","700","724","776","839","897","982","1053","1132",
"성동구","여자","합계","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","150392","149387","150417","152157","156059","158547","155932","152336","151013","149773",
"성동구","여자","합계","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","130868","129230","129431","130562","133340","134984","131725","127212","124984","122830",
"성동구","여자","합계","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","19524","20157","20986","21595","22719","23563","24207","25124","26029","26943",
"성동구","여자","건강보험","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","147156","146187","146917","148720","152718","155173","152630","149006","147838","146718",
"성동구","여자","건강보험","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","128937","127380","127383","128578","131468","133098","129932","125443","123359","121367",
"성동구","여자","건강보험","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","18219","18807","19534","20142","21250","22075","22698","23563","24479","25351",
"성동구","여자","의료급여","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","220","213","209","195","197","197","211","189","175","164",
"성동구","여자","의료급여","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","117","113","110","97","101","105","108","96","88","75",
"성동구","여자","의료급여","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","103","100","99","98","96","92","103","93","87","89",
"성동구","여자","기초","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","3016","2987","3291","3242","3144","3177","3091","3141","3000","2891",
"성동구","여자","기초","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","1814","1737","1938","1887","1771","1781","1685","1673","1537","1388",
"성동구","여자","기초","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","1202","1250","1353","1355","1373","1396","1406","1468","1463","1503",
"광진구","계","합계","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","369859","365457","363005","360742","362218","360335","359122","354180","352124","351854",
"광진구","계","합계","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","333087","327256","323445","320055","318939","315376","311746","304019","299998","296946",
"광진구","계","합계","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","36772","38201","39560","40687","43279","44959","47376","50161","52126","54908",
"광진구","계","건강보험","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","364408","359682","356822","354561","355894","353629","352389","347194","345012","344755",
"광진구","계","건강보험","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","329356","323286","319182","315828","314661","310904","307330","299523","295472","292594",
"광진구","계","건강보험","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","35052","36396","37640","38733","41233","42725","45059","47671","49540","52161",
"광진구","계","의료급여","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","369","400","359","331","279","272","256","256","228","238",
"광진구","계","의료급여","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","237","261","237","215","171","164","149","149","139","143",
"광진구","계","의료급여","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","132","139","122","116","108","108","107","107","89","95",
"광진구","계","기초","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","5082","5375","5824","5850","6045","6434","6477","6730","6884","6861",
"광진구","계","기초","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","3494","3709","4026","4012","4107","4308","4267","4347","4387","4209",
"광진구","계","기초","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","1588","1666","1798","1838","1938","2126","2210","2383","2497","2652",
"광진구","남자","합계","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","182016","179397","177823","176247","176230","174870","174140","171003","169358","168951",
"광진구","남자","합계","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","165617","162309","160067","158094","156905","154789","152899","148454","146023","144317",
"광진구","남자","합계","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","16399","17088","17756","18153","19325","20081","21241","22549","23335","24634",
