"시·군·구별","전문인력별","급여종류별","항목","단위","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년",
"성북구","사회복지사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","37","66","89","86","109","123","146","176","181","203",
"성북구","사회복지사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","19","26","33","26","21","27","29","26","32","35",
"성북구","의사(계약의사포함)","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","5","5","9","9","15","18","17","14","17","16",
"성북구","의사(계약의사포함)","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","1","1","-","-","0",
"성북구","의사(계약의사포함)","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","5","5","9","9","15","17","16","14","17","16",
"성북구","간호사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","31","25","27","19","22","21","20","20","17","21",
"성북구","간호사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","16","12","14","9","10","10","9","11","7","10",
"성북구","간호사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","17","13","13","10","12","11","11","9","10","11",
"성북구","간호조무사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","41","54","55","50","48","52","57","63","66","70",
"성북구","간호조무사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","17","26","23","22","25","27","32","37","38","39",
"성북구","간호조무사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","24","28","32","28","25","27","27","28","30","33",
"성북구","치과위생사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"성북구","치과위생사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"성북구","치과위생사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"성북구","물리(작업)치료사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","9","12","14","11","12","11","11","11","11","12",
"성북구","물리(작업)치료사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","4","4","5","2","3","3","1","1","-","0",
"성북구","물리(작업)치료사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","7","10","12","9","9","8","10","10","11","12",
"성북구","요양보호사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","2638","2872","3124","3312","3795","3977","4260","4504","4846","5531",
"성북구","요양보호사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","2389","2589","2824","3055","3527","3705","3980","4216","4562","5226",
"성북구","요양보호사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","265","303","311","283","291","309","313","310","302","326",
"성북구","영양사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","3","3","3","4","4","3","3","2","1","1",
"성북구","영양사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"성북구","영양사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","3","3","3","4","4","3","3","2","1","1",
"강북구","사회복지사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","31","69","84","96","119","123","135","150","162","173",
"강북구","사회복지사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","23","55","63","79","103","108","116","123","137","146",
"강북구","사회복지사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","9","15","22","17","16","15","19","27","25","27",
"강북구","의사(계약의사포함)","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","3","4","9","11","10","10","12","12","13","12",
"강북구","의사(계약의사포함)","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","1","1","2","1","1","1","1","1","0",
"강북구","의사(계약의사포함)","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","3","4","9","11","10","9","11","11","12","12",
"강북구","간호사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","9","8","9","10","10","10","11","12","15","17",
"강북구","간호사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","5","5","5","6","5","7","9","10","12","15",
"강북구","간호사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","4","3","4","4","5","3","2","2","3","2",
"강북구","간호조무사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","62","68","74","80","72","75","77","81","84","82",
"강북구","간호조무사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","26","32","32","40","37","36","34","38","42","38",
"강북구","간호조무사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","38","40","48","42","38","44","47","47","47","46",
"강북구","치과위생사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"강북구","치과위생사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"강북구","치과위생사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"강북구","물리(작업)치료사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","8","7","8","10","9","10","11","13","13","10",
"강북구","물리(작업)치료사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","1","1","1","1","2","2","3","5","4","4",
"강북구","물리(작업)치료사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","7","6","7","9","7","8","8","8","9","6",
"강북구","요양보호사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","2230","2590","3051","3240","3655","3572","3672","3557","3892","4301",
"강북구","요양보호사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","2042","2381","2812","2989","3420","3302","3389","3271","3605","4007",
"강북구","요양보호사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","217","239","269","284","266","291","294","297","296","307",
"강북구","영양사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","3","3","3","4","4","4","5","4","4","4",
"강북구","영양사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"강북구","영양사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","3","3","3","4","4","4","5","4","4","4",
"도봉구","사회복지사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","47","77","115","116","148","175","195","209","228","255",
"도봉구","사회복지사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","32","58","81","84","107","124","140","151","170","195",
"도봉구","사회복지사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","16","19","36","33","41","52","55","58","58","60",
"도봉구","의사(계약의사포함)","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","11","14","15","18","19","22","17","16","16","17",
"도봉구","의사(계약의사포함)","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","2","4","5","3","2","2","2","1","1",
"도봉구","의사(계약의사포함)","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","11","14","15","17","18","22","17","16","16","17",
"도봉구","간호사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","16","19","18","18","17","26","22","25","22","22",
"도봉구","간호사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","10","13","9","7","10","18","13","13","10","10",
"도봉구","간호사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","7","8","10","11","8","9","9","12","12","12",
"도봉구","간호조무사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","77","87","96","101","105","113","107","104","115","122",
"도봉구","간호조무사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","35","34","36","41","35","43","42","46","58","59",
"도봉구","간호조무사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","43","53","61","62","72","73","77","71","69","74",
"도봉구","치과위생사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"도봉구","치과위생사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"도봉구","치과위생사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"도봉구","물리(작업)치료사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","4","5","8","8","8","8","8","10","10","13",
"도봉구","물리(작업)치료사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","1","0","0","-","-","1","2","4",
"도봉구","물리(작업)치료사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","4","5","7","8","8","8","8","9","8","9",
"도봉구","요양보호사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","1740","2054","2233","2461","2737","3128","3424","3505","3995","4547",
"도봉구","요양보호사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","1534","1784","1887","2086","2323","2664","2965","3050","3532","4064",
