"시·군·구별","연령별","등급별","성별","항목","단위","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년",
"합계","65세이상","계","여자","공단부담금[천원]","천원","2229194360","2564172319","2933343716","3256247101","3762299024","4653933618","5697766424","6535247458","7417141932","8402895347",
"합계","65세이상","1등급","계","급여이용수급자[명]","명","41128","40127","39645","40457","42414","43164","42064","38950","42672","49253",
"합계","65세이상","1등급","계","급여제공기관[개]","개","11008","11078","11140","11581","11960","12318","12589","12921","14229","15757",
"합계","65세이상","1등급","계","급여제공일수[일]","일","7893582","7745047","7469372","7455497","7715739","7683690","7687848","7324724","8018453","9102923",
"합계","65세이상","1등급","계","급여비용[천원]","천원","377869083","390161956","392300552","401945205","433205378","477884255","515895042","507380842","569498426","664018116",
"합계","65세이상","1등급","계","공단부담금[천원]","천원","327590302","339297726","342034066","350749178","378109137","420080079","460183198","452746020","511360742","598689075",
"합계","65세이상","1등급","남자","급여이용수급자[명]","명","11213","10924","10633","10674","11184","11334","11243","10425","10951","12422",
"합계","65세이상","1등급","남자","급여제공기관[개]","개","6677","6530","6469","6483","6735","6850","7008","6912","7572","8537",
"합계","65세이상","1등급","남자","급여제공일수[일]","일","1786798","1738295","1629297","1567387","1601188","1573537","1586119","1552165","1682594","1888243",
"합계","65세이상","1등급","남자","급여비용[천원]","천원","80420508","81507857","79353567","78459604","83081938","90732302","98603486","98885648","109124255","126128666",
"합계","65세이상","1등급","남자","공단부담금[천원]","천원","69337396","70569858","68903921","68238322","72399148","79655160","87676808","87982250","97723875","113496576",
"합계","65세이상","1등급","여자","급여이용수급자[명]","명","29915","29203","29012","29783","31230","31830","30821","28525","31721","36831",
"합계","65세이상","1등급","여자","급여제공기관[개]","개","9861","9830","9820","10188","10505","10875","10997","11235","12579","14010",
"합계","65세이상","1등급","여자","급여제공일수[일]","일","6106784","6006752","5840075","5888110","6114551","6110153","6101729","5772559","6335859","7214680",
"합계","65세이상","1등급","여자","급여비용[천원]","천원","297448575","308654098","312946986","323485601","350123439","387151953","417291555","408495194","460374171","537889450",
"합계","65세이상","1등급","여자","공단부담금[천원]","천원","258252905","268727868","273130146","282510857","305709989","340424919","372506390","364763770","413636867","485192499",
"합계","65세이상","2등급","계","급여이용수급자[명]","명","87933","87040","84448","86457","90519","94934","95116","91244","97669","107952",
"합계","65세이상","2등급","계","급여제공기관[개]","개","13627","13979","14354","15234","15978","16691","17517","18345","19888","21394",
"합계","65세이상","2등급","계","급여제공일수[일]","일","17596081","17502859","16972941","16970006","17624416","18260492","18890843","18887172","19990924","21708108",
"합계","65세이상","2등급","계","급여비용[천원]","천원","789865804","828531404","837651456","856729222","925264825.3","1060771388","1182493985","1222531779","1327635086","1476068222",
"합계","65세이상","2등급","계","공단부담금[천원]","천원","681748908","718135711","728374337","746483258","807204355.6","933045729","1056138247","1091892831","1192777187","1332504101",
"합계","65세이상","2등급","남자","급여이용수급자[명]","명","23421","22979","22216","22343","23402","24526","24819","23519","24821","27625",
"합계","65세이상","2등급","남자","급여제공기관[개]","개","9768","9744","9841","10258","10739","11234","11636","11891","12833","14082",
"합계","65세이상","2등급","남자","급여제공일수[일]","일","4030370","3959032","3810013","3722675","3849053","3954790","4053996","4044836","4322445","4689117",
"합계","65세이상","2등급","남자","급여비용[천원]","천원","174554363","179877730","179780406","179334419","193226396.6","219052367","241192172","247635751","270507783","299447076",
"합계","65세이상","2등급","남자","공단부담금[천원]","천원","149859061","155134091","155663162","155633363","167944189.4","192052154","214617536","220506486","242381905","269464374",
"합계","65세이상","2등급","여자","급여이용수급자[명]","명","64512","64061","62232","64114","67117","70408","70297","67725","72848","80327",
"합계","65세이상","2등급","여자","급여제공기관[개]","개","12871","13220","13455","14227","14867","15568","16299","16937","18512","20008",
"합계","65세이상","2등급","여자","급여제공일수[일]","일","13565711","13543827","13162928","13247331","13775363","14305702","14836847","14842336","15668479","17018991",
"합계","65세이상","2등급","여자","급여비용[천원]","천원","615311442","648653674","657871050","677394803","732038428.7","841719020","941301813","974896028","1057127303","1176621146",
"합계","65세이상","2등급","여자","공단부담금[천원]","천원","531889848","563001620","572711175","590849895","639260166.3","740993575","841520711","871386345","950395282","1063039727",
"합계","65세이상","3등급","계","급여이용수급자[명]","명","278430","290059","199671","208762","217475","229776","237736","243145","268022","302348",
"합계","65세이상","3등급","계","급여제공기관[개]","개","15187","15779","16406","17763","18655","19434","21020","22506","23911","25345",
"합계","65세이상","3등급","계","급여제공일수[일]","일","55313300","51322054","39351849","40723761","43468957","45843547","49351153","52050917","55990064","62713936",
"합계","65세이상","3등급","계","급여비용[천원]","천원","2157795106","2112266744","1721369163","1818083477","1998199719","2344753695","2706851487","2937881219","3230942009","3650904397",
"합계","65세이상","3등급","계","공단부담금[천원]","천원","1894868341","1856880464","1511271336","1598135218","1758345547","2078782331","2432074757","2640138233","2918301941","3306624238",
"합계","65세이상","3등급","남자","급여이용수급자[명]","명","74430","77193","55151","56906","59265","63320","66243","67659","74302","84567",
"합계","65세이상","3등급","남자","급여제공기관[개]","개","13071","13417","13309","14377","15219","15996","17247","18285","19745","21326",
"합계","65세이상","3등급","남자","급여제공일수[일]","일","13765400","12757215","9864419","10083085","10767935","11466103","12395894","13153106","14278455","16088781",
"합계","65세이상","3등급","남자","급여비용[천원]","천원","521936912","507279227","414584141","431384630","474700503.2","562177558","649895194","704895234","779985165","880430038",
"합계","65세이상","3등급","남자","공단부담금[천원]","천원","455816733","443861105","362666689","377872722","416496464.3","496951725","582014459","631728540","702596872","795045808",
"합계","65세이상","3등급","여자","급여이용수급자[명]","명","204000","212866","144520","151856","158210","166456","171493","175486","193720","217781",
"합계","65세이상","3등급","여자","급여제공기관[개]","개","15019","15613","16114","17422","18263","19087","20562","21962","23414","24872",
"합계","65세이상","3등급","여자","급여제공일수[일]","일","41547900","38564839","29487430","30640676","32701022","34377444","36955259","38897811","41711609","46625155",
"합계","65세이상","3등급","여자","급여비용[천원]","천원","1635858194","1604987517","1306785022","1386698848","1523499216","1782576137","2056956293","2232985985","2450956844","2770474359",
"합계","65세이상","3등급","여자","공단부담금[천원]","천원","1439051607","1413019359","1148604646","1220262496","1341849083","1581830606","1850060298","2008409693","2215705069","2511578430",
