"시도별","설립구분별","급여종류별","항목","단위","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년",
"부산광역시","지방자치단체","노인요양시설(단기보호전환)","기관수[개]","개","0","","","","","","","","","",
"부산광역시","지방자치단체","노인요양시설(단기보호전환)","정원[명]","명","0","","","","","","","","","",
"부산광역시","법인","계","기관수[개]","개","332","328","320","337","337","359","417","404","406","412",
"부산광역시","법인","계","정원[명]","명","6732","6612","6954","7248","7363","7650","8991","9351","10196","10611",
"부산광역시","법인","재가","기관수[개]","개","227","233","224","239","241","270","327","312","312","320",
"부산광역시","법인","재가","정원[명]","명","989","1092","1217","1431","1688","1987","3156","3414","4055","4556",
"부산광역시","법인","방문요양","기관수[개]","개","173","177","171","179","186","213","270","258","260","270",
"부산광역시","법인","방문목욕","기관수[개]","개","114","117","113","109","119","132","162","159","155","159",
"부산광역시","법인","방문간호","기관수[개]","개","8","8","8","8","12","9","12","10","12","13",
"부산광역시","법인","주야간보호","기관수[개]","개","58","62","66","76","76","79","98","100","109","117",
"부산광역시","법인","주야간보호","정원[명]","명","985","1092","1217","1431","1688","1987","3156","3414","4055","4543",
"부산광역시","법인","단기보호","기관수[개]","개","1","0","0","0","0","-","-","-","0","2",
"부산광역시","법인","단기보호","정원[명]","명","4","0","0","0","0","-","-","-","0","13",
"부산광역시","법인","복지용구","기관수[개]","개","22","25","25","27","28","28","27","27","24","21",
"부산광역시","법인","통합재가서비스","기관수[개]","개","","","","","","","","","0","0",
"부산광역시","법인","시설","기관수[개]","개","105","95","96","98","96","89","90","92","94","92",
"부산광역시","법인","시설","정원[명]","명","5743","5520","5737","5817","5675","5663","5835","5937","6141","6055",
"부산광역시","법인","노인요양시설","기관수[개]","개","81","81","85","86","85","82","82","84","87","85",
"부산광역시","법인","노인요양시설","정원[명]","명","5528","5395","5639","5709","5576","5600","5766","5865","6078","5992",
"부산광역시","법인","노인전문요양시설","기관수[개]","개","0","","","","","","","","","",
"부산광역시","법인","노인전문요양시설","정원[명]","명","0","","","","","","","","","",
"부산광역시","법인","노인요양시설(구법)","기관수[개]","개","0","","","","","","","","","",
"부산광역시","법인","노인요양시설(구법)","정원[명]","명","0","","","","","","","","","",
"부산광역시","법인","노인요양공동생활가정","기관수[개]","개","24","14","11","12","11","7","8","8","7","7",
"부산광역시","법인","노인요양공동생활가정","정원[명]","명","215","125","98","108","99","63","69","72","63","63",
"부산광역시","법인","노인요양시설(단기보호전환)","기관수[개]","개","0","","","","","","","","","",
"부산광역시","법인","노인요양시설(단기보호전환)","정원[명]","명","0","","","","","","","","","",
"부산광역시","개인","계","기관수[개]","개","509","530","598","679","715","780","1037","993","997","1037",
"부산광역시","개인","계","정원[명]","명","564","709","789","1189","1660","2372","4828","5446","6019","6893",
"부산광역시","개인","재가","기관수[개]","개","481","504","574","657","696","760","1015","972","974","1012",
"부산광역시","개인","재가","정원[명]","명","196","324","414","887","1384","2048","4415","4987","5520","6276",
"부산광역시","개인","방문요양","기관수[개]","개","398","420","489","563","593","655","902","866","869","901",
"부산광역시","개인","방문목욕","기관수[개]","개","329","347","407","460","475","492","560","547","556","570",
"부산광역시","개인","방문간호","기관수[개]","개","16","11","11","14","19","21","31","28","27","35",
"부산광역시","개인","주야간보호","기관수[개]","개","17","20","26","39","47","60","106","117","117","132",
"부산광역시","개인","주야간보호","정원[명]","명","194","318","408","885","1373","2037","4393","4967","5500","6256",
"부산광역시","개인","단기보호","기관수[개]","개","1","2","3","1","2","2","2","1","1","1",
"부산광역시","개인","단기보호","정원[명]","명","2","6","6","2","11","11","22","20","20","20",
"부산광역시","개인","복지용구","기관수[개]","개","96","96","99","105","109","110","107","101","102","106",
"부산광역시","개인","통합재가서비스","기관수[개]","개","","","","","","","","","1","2",
"부산광역시","개인","시설","기관수[개]","개","28","26","24","22","19","20","22","21","23","25",
"부산광역시","개인","시설","정원[명]","명","368","385","375","302","276","324","413","459","499","617",
"부산광역시","개인","노인요양시설","기관수[개]","개","7","8","7","6","6","7","9","10","10","11",
"부산광역시","개인","노인요양시설","정원[명]","명","192","232","228","161","162","211","298","360","382","491",
"부산광역시","개인","노인전문요양시설","기관수[개]","개","0","","","","","","","","","",
"부산광역시","개인","노인전문요양시설","정원[명]","명","0","","","","","","","","","",
"부산광역시","개인","노인요양시설(구법)","기관수[개]","개","0","","","","","","","","","",
"부산광역시","개인","노인요양시설(구법)","정원[명]","명","0","","","","","","","","","",
"부산광역시","개인","노인요양공동생활가정","기관수[개]","개","21","18","17","16","13","13","13","11","13","14",
"부산광역시","개인","노인요양공동생활가정","정원[명]","명","176","153","147","141","114","113","115","99","117","126",
"부산광역시","개인","노인요양시설(단기보호전환)","기관수[개]","개","0","","","","","","","","","",
"부산광역시","개인","노인요양시설(단기보호전환)","정원[명]","명","0","","","","","","","","","",
"부산광역시","기타","계","기관수[개]","개","3","3","4","3","2","2","6","4","4","4",
"부산광역시","기타","계","정원[명]","명","0","5","14","40","0","-","96","44","44","44",
"부산광역시","기타","재가","기관수[개]","개","3","3","4","3","2","2","5","3","3","3",
"부산광역시","기타","재가","정원[명]","명","0","5","14","40","0","-","87","35","35","35",
"부산광역시","기타","방문요양","기관수[개]","개","1","3","3","2","2","2","5","3","3","3",
"부산광역시","기타","방문목욕","기관수[개]","개","1","2","2","2","2","2","2","1","1","1",
"부산광역시","기타","방문간호","기관수[개]","개","0","0","1","1","1","1","1","-","0","0",
"부산광역시","기타","주야간보호","기관수[개]","개","0","1","2","1","0","-","2","1","1","1",
"부산광역시","기타","주야간보호","정원[명]","명","0","5","14","40","0","-","87","35","35","35",
"부산광역시","기타","단기보호","기관수[개]","개","0","0","0","0","0","-","-","-","0","0",
"부산광역시","기타","단기보호","정원[명]","명","0","0","0","0","0","-","-","-","0","0",
"부산광역시","기타","복지용구","기관수[개]","개","2","0","0","0","0","-","-","-","0","0",
"부산광역시","기타","통합재가서비스","기관수[개]","개","","","","","","","","","0","0",
"부산광역시","기타","시설","기관수[개]","개","0","0","0","0","0","-","1","1","1","1",
"부산광역시","기타","시설","정원[명]","명","0","0","0","0","0","-","9","9","9","9",
"부산광역시","기타","노인요양시설","기관수[개]","개","0","0","0","0","0","-","-","-","0","0",
"부산광역시","기타","노인요양시설","정원[명]","명","0","0","0","0","0","-","-","-","0","0",
"부산광역시","기타","노인전문요양시설","기관수[개]","개","0","","","","","","","","","",
"부산광역시","기타","노인전문요양시설","정원[명]","명","0","","","","","","","","","",
"부산광역시","기타","노인요양시설(구법)","기관수[개]","개","0","","","","","","","","","",
"부산광역시","기타","노인요양시설(구법)","정원[명]","명","0","","","","","","","","","",
"부산광역시","기타","노인요양공동생활가정","기관수[개]","개","0","0","0","0","0","-","1","1","1","1",
"부산광역시","기타","노인요양공동생활가정","정원[명]","명","0","0","0","0","0","-","9","9","9","9",
"부산광역시","기타","노인요양시설(단기보호전환)","기관수[개]","개","0","","","","","","","","","",
"부산광역시","기타","노인요양시설(단기보호전환)","정원[명]","명","0","","","","","","","","","",
"대구광역시","계","계","기관수[개]","개","852","874","939","1032","1065","1103","1354","1353","1382","1419",
"대구광역시","계","계","정원[명]","명","7911","8608","9447","10598","12025","13055","16002","17474","19156","20288",
