시군구,이용급여 유형,연령,1등급,2등급,3등급,4등급,5등급,인지지원등급
서울특별시 서대문구,방문목욕,65-69세,1,1,2,1,0,0
서울특별시 서대문구,방문목욕,70-74세,2,0,3,3,0,0
서울특별시 서대문구,방문목욕,75-79세,5,5,8,13,1,0
서울특별시 서대문구,방문목욕,80-84세,3,0,10,14,2,0
서울특별시 서대문구,방문목욕,85-89세,0,7,10,14,1,0
서울특별시 서대문구,방문목욕,90-94세,3,5,5,5,1,0
서울특별시 서대문구,방문목욕,95세이상,0,2,1,2,0,0
서울특별시 서대문구,방문간호,65-69세,1,0,1,2,0,0
서울특별시 서대문구,방문간호,70-74세,5,2,3,3,0,0
서울특별시 서대문구,방문간호,75-79세,4,4,3,3,0,0
서울특별시 서대문구,방문간호,80-84세,2,3,3,6,0,0
서울특별시 서대문구,방문간호,85-89세,6,4,8,4,1,0
서울특별시 서대문구,방문간호,90-94세,0,1,1,2,0,0
서울특별시 서대문구,방문간호,95세이상,0,2,0,0,0,0
서울특별시 서대문구,주야간보호,65-69세,1,3,4,6,3,1
서울특별시 서대문구,주야간보호,70-74세,1,3,14,19,13,2
서울특별시 서대문구,주야간보호,75-79세,1,4,28,43,18,5
서울특별시 서대문구,주야간보호,80-84세,3,8,64,102,44,5
서울특별시 서대문구,주야간보호,85-89세,2,9,48,82,36,4
서울특별시 서대문구,주야간보호,90-94세,0,4,15,34,5,0
서울특별시 서대문구,주야간보호,95세이상,0,0,3,7,2,0
서울특별시 서대문구,단기보호,65-69세,0,1,2,0,0,0
서울특별시 서대문구,단기보호,70-74세,0,0,0,0,0,0
서울특별시 서대문구,단기보호,75-79세,0,0,2,0,0,0
서울특별시 서대문구,단기보호,80-84세,0,0,1,1,1,0
서울특별시 서대문구,단기보호,85-89세,0,1,0,2,1,0
서울특별시 서대문구,단기보호,90-94세,0,0,0,0,0,0
서울특별시 서대문구,단기보호,95세이상,0,0,0,0,0,0
서울특별시 마포구,방문요양,65-69세,8,11,53,62,8,0
서울특별시 마포구,방문요양,70-74세,17,24,93,110,12,0
서울특별시 마포구,방문요양,75-79세,22,37,161,201,24,0
서울특별시 마포구,방문요양,80-84세,32,71,240,309,52,1
서울특별시 마포구,방문요양,85-89세,23,72,228,280,31,0
서울특별시 마포구,방문요양,90-94세,22,50,118,125,11,0
서울특별시 마포구,방문요양,95세이상,7,10,27,17,0,0
서울특별시 마포구,방문목욕,65-69세,0,1,1,0,0,0
서울특별시 마포구,방문목욕,70-74세,0,2,4,3,0,0
서울특별시 마포구,방문목욕,75-79세,2,0,7,3,0,0
서울특별시 마포구,방문목욕,80-84세,3,6,10,7,2,0
서울특별시 마포구,방문목욕,85-89세,2,4,6,5,1,0
서울특별시 마포구,방문목욕,90-94세,2,3,6,1,0,0
서울특별시 마포구,방문목욕,95세이상,1,3,0,0,0,0
서울특별시 마포구,방문간호,65-69세,1,2,2,3,0,0
서울특별시 마포구,방문간호,70-74세,6,1,2,2,0,0
서울특별시 마포구,방문간호,75-79세,7,5,4,3,0,0
서울특별시 마포구,방문간호,80-84세,6,3,9,4,0,0
서울특별시 마포구,방문간호,85-89세,9,8,3,4,1,0
서울특별시 마포구,방문간호,90-94세,4,1,5,4,0,0
서울특별시 마포구,방문간호,95세이상,1,2,2,1,0,0
서울특별시 마포구,주야간보호,65-69세,2,0,10,8,6,0
서울특별시 마포구,주야간보호,70-74세,1,2,19,19,17,3
서울특별시 마포구,주야간보호,75-79세,2,6,35,49,31,7
서울특별시 마포구,주야간보호,80-84세,0,4,56,83,49,13
서울특별시 마포구,주야간보호,85-89세,2,6,47,88,44,2
서울특별시 마포구,주야간보호,90-94세,1,6,26,27,20,2
서울특별시 마포구,주야간보호,95세이상,0,1,5,5,2,0
서울특별시 마포구,단기보호,65-69세,1,0,0,0,0,0
서울특별시 마포구,단기보호,70-74세,0,0,0,1,0,0
서울특별시 마포구,단기보호,75-79세,0,0,0,0,0,0
서울특별시 마포구,단기보호,80-84세,1,1,2,0,0,0
서울특별시 마포구,단기보호,85-89세,0,0,1,1,0,0
서울특별시 마포구,단기보호,90-94세,0,0,2,0,0,0
서울특별시 마포구,단기보호,95세이상,1,0,0,0,0,0
서울특별시 양천구,방문요양,65-69세,12,31,72,160,9,0
서울특별시 양천구,방문요양,70-74세,25,35,111,217,27,0
서울특별시 양천구,방문요양,75-79세,23,44,185,395,40,0
서울특별시 양천구,방문요양,80-84세,20,57,261,575,63,1
서울특별시 양천구,방문요양,85-89세,28,58,244,462,42,0
서울특별시 양천구,방문요양,90-94세,15,40,122,202,6,0
서울특별시 양천구,방문요양,95세이상,4,16,37,32,1,0
서울특별시 양천구,방문목욕,65-69세,2,1,5,1,0,0
서울특별시 양천구,방문목욕,70-74세,3,3,7,5,0,0
서울특별시 양천구,방문목욕,75-79세,1,4,9,8,0,0
서울특별시 양천구,방문목욕,80-84세,2,1,13,9,0,0
서울특별시 양천구,방문목욕,85-89세,2,5,4,5,2,0
서울특별시 양천구,방문목욕,90-94세,1,3,4,7,0,0
서울특별시 양천구,방문목욕,95세이상,0,1,4,0,0,0
서울특별시 양천구,방문간호,65-69세,2,1,1,3,0,0
서울특별시 양천구,방문간호,70-74세,5,2,0,0,0,0
서울특별시 양천구,방문간호,75-79세,6,4,3,4,0,0
서울특별시 양천구,방문간호,80-84세,5,5,2,7,0,0
서울특별시 양천구,방문간호,85-89세,4,1,4,3,0,0
서울특별시 양천구,방문간호,90-94세,1,2,1,1,0,0
서울특별시 양천구,방문간호,95세이상,0,2,0,1,0,0
서울특별시 양천구,주야간보호,65-69세,1,2,8,12,8,1
서울특별시 양천구,주야간보호,70-74세,1,1,16,31,16,5
서울특별시 양천구,주야간보호,75-79세,1,5,27,84,56,9
서울특별시 양천구,주야간보호,80-84세,1,7,50,152,55,11
서울특별시 양천구,주야간보호,85-89세,1,7,58,103,38,1
서울특별시 양천구,주야간보호,90-94세,0,9,28,46,12,0
서울특별시 양천구,주야간보호,95세이상,0,1,6,9,2,0
서울특별시 양천구,단기보호,65-69세,0,0,1,1,0,0
서울특별시 양천구,단기보호,70-74세,0,0,0,0,0,0
서울특별시 양천구,단기보호,75-79세,1,0,0,1,0,0
서울특별시 양천구,단기보호,80-84세,0,0,1,2,0,0
서울특별시 양천구,단기보호,85-89세,0,0,0,0,0,0
서울특별시 양천구,단기보호,90-94세,0,1,0,0,0,0
서울특별시 양천구,단기보호,95세이상,0,0,0,0,0,0
서울특별시 강서구,방문요양,65-69세,30,38,138,301,21,0
서울특별시 강서구,방문요양,70-74세,22,36,201,373,28,0
서울특별시 강서구,방문요양,75-79세,39,66,284,595,62,0
서울특별시 강서구,방문요양,80-84세,39,105,401,818,100,0
서울특별시 강서구,방문요양,85-89세,44,102,383,697,68,0
서울특별시 강서구,방문요양,90-94세,28,66,211,306,18,0
서울특별시 강서구,방문요양,95세이상,7,37,69,66,1,0
서울특별시 강서구,방문목욕,65-69세,2,3,7,6,0,0
서울특별시 강서구,방문목욕,70-74세,3,2,9,6,0,0
서울특별시 강서구,방문목욕,75-79세,4,8,14,12,0,0
서울특별시 강서구,방문목욕,80-84세,2,5,19,16,0,0
서울특별시 강서구,방문목욕,85-89세,2,9,9,12,1,0
서울특별시 강서구,방문목욕,90-94세,3,2,7,4,0,0
서울특별시 강서구,방문목욕,95세이상,1,4,1,3,0,0
서울특별시 강서구,방문간호,65-69세,3,1,6,7,0,0
서울특별시 강서구,방문간호,70-74세,4,4,5,6,1,0
서울특별시 강서구,방문간호,75-79세,13,5,8,10,0,0
서울특별시 강서구,방문간호,80-84세,9,3,11,17,0,0
서울특별시 강서구,방문간호,85-89세,8,12,15,6,0,0
서울특별시 강서구,방문간호,90-94세,5,3,4,3,0,0
서울특별시 강서구,방문간호,95세이상,1,4,2,1,0,0
서울특별시 강서구,주야간보호,65-69세,1,3,12,22,10,1
서울특별시 강서구,주야간보호,70-74세,2,3,30,46,13,7
서울특별시 강서구,주야간보호,75-79세,4,5,48,117,42,8
서울특별시 강서구,주야간보호,80-84세,4,11,83,175,97,16
서울특별시 강서구,주야간보호,85-89세,0,8,71,173,55,6
서울특별시 강서구,주야간보호,90-94세,1,4,38,68,15,2
서울특별시 강서구,주야간보호,95세이상,0,3,9,13,2,0
서울특별시 강서구,단기보호,65-69세,0,1,0,0,0,0
서울특별시 강서구,단기보호,70-74세,0,0,1,1,0,0
서울특별시 강서구,단기보호,75-79세,0,1,0,0,0,0
서울특별시 강서구,단기보호,80-84세,0,0,1,0,0,0
서울특별시 강서구,단기보호,85-89세,0,0,1,0,0,0
서울특별시 강서구,단기보호,90-94세,0,0,1,1,0,0
서울특별시 강서구,단기보호,95세이상,0,0,0,0,0,0
서울특별시 구로구,방문요양,65-69세,6,16,63,143,12,0
서울특별시 구로구,방문요양,70-74세,15,41,129,217,25,0
서울특별시 구로구,방문요양,75-79세,14,59,204,376,38,0
서울특별시 구로구,방문요양,80-84세,26,75,267,531,49,0
서울특별시 구로구,방문요양,85-89세,18,77,219,408,37,0
서울특별시 구로구,방문요양,90-94세,9,45,133,140,7,0
서울특별시 구로구,방문요양,95세이상,7,11,34,24,3,0
서울특별시 구로구,방문목욕,65-69세,1,4,5,5,0,0
서울특별시 구로구,방문목욕,70-74세,3,2,2,12,1,0
서울특별시 구로구,방문목욕,75-79세,1,7,15,14,0,0
서울특별시 구로구,방문목욕,80-84세,2,6,15,18,2,0
서울특별시 구로구,방문목욕,85-89세,3,5,21,13,2,0
서울특별시 구로구,방문목욕,90-94세,3,4,9,10,1,0
서울특별시 구로구,방문목욕,95세이상,0,3,1,2,0,0
서울특별시 구로구,방문간호,65-69세,0,0,1,3,0,0
서울특별시 구로구,방문간호,70-74세,4,1,4,3,0,0
서울특별시 구로구,방문간호,75-79세,3,4,5,7,0,0
서울특별시 구로구,방문간호,80-84세,3,4,7,6,0,0
서울특별시 구로구,방문간호,85-89세,6,2,4,3,1,0
서울특별시 구로구,방문간호,90-94세,1,2,2,0,0,0
서울특별시 구로구,방문간호,95세이상,0,0,0,0,0,0
서울특별시 구로구,주야간보호,65-69세,0,1,2,14,7,0
서울특별시 구로구,주야간보호,70-74세,2,1,18,42,19,4
서울특별시 구로구,주야간보호,75-79세,0,5,37,79,35,3
서울특별시 구로구,주야간보호,80-84세,3,7,52,147,63,7
서울특별시 구로구,주야간보호,85-89세,0,8,58,93,25,9
서울특별시 구로구,주야간보호,90-94세,1,4,30,31,8,0
서울특별시 구로구,주야간보호,95세이상,0,2,4,8,0,0
서울특별시 구로구,단기보호,65-69세,0,0,0,0,0,0
서울특별시 구로구,단기보호,70-74세,0,0,0,0,0,0
서울특별시 구로구,단기보호,75-79세,0,0,0,0,0,0
서울특별시 구로구,단기보호,80-84세,0,0,0,0,0,0
서울특별시 구로구,단기보호,85-89세,0,1,2,1,0,0
서울특별시 구로구,단기보호,90-94세,0,0,0,0,0,0
서울특별시 구로구,단기보호,95세이상,0,0,0,0,0,0
서울특별시 금천구,방문요양,65-69세,10,10,52,97,11,0
서울특별시 금천구,방문요양,70-74세,8,24,66,120,14,0
서울특별시 금천구,방문요양,75-79세,11,32,125,206,29,0
서울특별시 금천구,방문요양,80-84세,7,48,157,298,31,0
서울특별시 금천구,방문요양,85-89세,8,36,127,261,27,0
서울특별시 금천구,방문요양,90-94세,4,15,62,84,6,0
서울특별시 금천구,방문요양,95세이상,3,4,18,14,0,0
서울특별시 금천구,방문목욕,65-69세,0,1,3,3,0,0
서울특별시 금천구,방문목욕,70-74세,4,3,2,3,0,0
서울특별시 금천구,방문목욕,75-79세,4,1,9,6,0,0
서울특별시 금천구,방문목욕,80-84세,1,5,12,7,0,0
서울특별시 금천구,방문목욕,85-89세,0,3,5,6,0,0
서울특별시 금천구,방문목욕,90-94세,0,2,5,5,1,0
서울특별시 금천구,방문목욕,95세이상,1,1,3,2,0,0
서울특별시 금천구,방문간호,65-69세,0,1,2,3,0,0
서울특별시 금천구,방문간호,70-74세,1,2,3,4,0,0
서울특별시 금천구,방문간호,75-79세,6,3,3,7,2,0
서울특별시 금천구,방문간호,80-84세,2,6,4,9,0,0
서울특별시 금천구,방문간호,85-89세,1,4,1,7,0,0
서울특별시 금천구,방문간호,90-94세,0,3,3,3,0,0
서울특별시 금천구,방문간호,95세이상,1,0,1,0,0,0
서울특별시 금천구,주야간보호,65-69세,0,1,4,5,6,1
서울특별시 금천구,주야간보호,70-74세,0,2,9,16,8,3
서울특별시 금천구,주야간보호,75-79세,0,2,17,26,30,6
서울특별시 금천구,주야간보호,80-84세,0,1,41,61,32,5
서울특별시 금천구,주야간보호,85-89세,1,1,30,57,16,2
서울특별시 금천구,주야간보호,90-94세,1,1,9,12,7,0
서울특별시 금천구,주야간보호,95세이상,1,0,1,0,2,0
서울특별시 금천구,단기보호,65-69세,0,0,1,0,0,0
서울특별시 금천구,단기보호,70-74세,0,0,0,1,0,0
서울특별시 금천구,단기보호,75-79세,0,0,2,2,1,0
서울특별시 금천구,단기보호,80-84세,0,0,1,1,0,0
서울특별시 금천구,단기보호,85-89세,0,1,0,3,1,0
서울특별시 금천구,단기보호,90-94세,0,0,0,2,0,0
서울특별시 금천구,단기보호,95세이상,0,0,2,1,0,0
서울특별시 영등포구,방문요양,65-69세,10,14,60,96,7,0
서울특별시 영등포구,방문요양,70-74세,14,21,82,156,17,0
서울특별시 영등포구,방문요양,75-79세,12,44,144,262,35,0
서울특별시 영등포구,방문요양,80-84세,29,74,241,441,60,0
서울특별시 영등포구,방문요양,85-89세,34,95,236,397,46,0
서울특별시 영등포구,방문요양,90-94세,26,37,115,158,12,0
서울특별시 영등포구,방문요양,95세이상,7,11,30,24,1,0
서울특별시 영등포구,방문목욕,65-69세,0,1,3,4,0,0
서울특별시 영등포구,방문목욕,70-74세,2,4,6,2,0,0
서울특별시 영등포구,방문목욕,75-79세,1,3,8,4,1,0
서울특별시 영등포구,방문목욕,80-84세,0,1,15,13,0,0
서울특별시 영등포구,방문목욕,85-89세,3,7,10,8,1,0
서울특별시 영등포구,방문목욕,90-94세,1,1,6,5,0,0
서울특별시 영등포구,방문목욕,95세이상,1,1,2,1,0,0
서울특별시 영등포구,방문간호,65-69세,1,2,0,1,0,0
서울특별시 영등포구,방문간호,70-74세,1,0,2,1,1,0
서울특별시 영등포구,방문간호,75-79세,5,1,3,2,0,0
서울특별시 영등포구,방문간호,80-84세,6,3,3,4,0,0
서울특별시 영등포구,방문간호,85-89세,3,4,4,5,0,0
서울특별시 영등포구,방문간호,90-94세,5,5,1,5,0,0
서울특별시 영등포구,방문간호,95세이상,2,0,0,0,0,0
서울특별시 영등포구,주야간보호,65-69세,0,1,4,6,3,0
서울특별시 영등포구,주야간보호,70-74세,1,3,10,22,9,2
서울특별시 영등포구,주야간보호,75-79세,0,1,24,49,32,2
서울특별시 영등포구,주야간보호,80-84세,1,6,43,68,46,7
서울특별시 영등포구,주야간보호,85-89세,3,1,38,82,40,4
서울특별시 영등포구,주야간보호,90-94세,1,2,18,35,11,0
서울특별시 영등포구,주야간보호,95세이상,0,0,2,4,1,0
서울특별시 영등포구,단기보호,65-69세,0,0,0,0,0,0
서울특별시 영등포구,단기보호,70-74세,0,1,0,0,0,0
서울특별시 영등포구,단기보호,75-79세,0,0,0,0,0,0
서울특별시 영등포구,단기보호,80-84세,0,1,2,0,0,0
서울특별시 영등포구,단기보호,85-89세,0,0,1,2,1,0
서울특별시 영등포구,단기보호,90-94세,0,0,0,1,0,0
서울특별시 영등포구,단기보호,95세이상,0,0,1,0,0,0
서울특별시 동작구,방문요양,65-69세,12,20,66,66,4,0
서울특별시 동작구,방문요양,70-74세,18,25,89,142,21,0
서울특별시 동작구,방문요양,75-79세,28,43,141,246,39,0
서울특별시 동작구,방문요양,80-84세,33,61,236,364,64,0
서울특별시 동작구,방문요양,85-89세,33,75,226,334,49,0
서울특별시 동작구,방문요양,90-94세,16,45,109,151,11,0
서울특별시 동작구,방문요양,95세이상,7,21,24,26,3,0
서울특별시 동작구,방문목욕,65-69세,0,1,7,0,0,0
서울특별시 동작구,방문목욕,70-74세,0,6,6,1,0,0
서울특별시 동작구,방문목욕,75-79세,4,4,13,8,1,0
서울특별시 동작구,방문목욕,80-84세,3,5,19,14,1,0
서울특별시 동작구,방문목욕,85-89세,0,6,18,9,0,0
서울특별시 동작구,방문목욕,90-94세,1,5,12,9,1,0
서울특별시 동작구,방문목욕,95세이상,0,5,2,2,0,0
서울특별시 동작구,방문간호,65-69세,1,0,1,1,2,0
서울특별시 동작구,방문간호,70-74세,2,0,1,1,0,0
서울특별시 동작구,방문간호,75-79세,3,2,1,5,0,0
서울특별시 동작구,방문간호,80-84세,4,2,2,5,1,0
서울특별시 동작구,방문간호,85-89세,1,1,3,2,0,0
서울특별시 동작구,방문간호,90-94세,0,3,0,2,1,0
서울특별시 동작구,방문간호,95세이상,0,2,0,0,0,0
서울특별시 동작구,주야간보호,65-69세,0,2,7,9,3,0
서울특별시 동작구,주야간보호,70-74세,0,3,11,19,11,2
서울특별시 동작구,주야간보호,75-79세,0,12,24,44,20,6
서울특별시 동작구,주야간보호,80-84세,1,3,51,81,60,12
서울특별시 동작구,주야간보호,85-89세,0,11,41,76,43,2
서울특별시 동작구,주야간보호,90-94세,0,2,25,36,13,0
서울특별시 동작구,주야간보호,95세이상,0,2,9,9,2,0
서울특별시 동작구,단기보호,65-69세,0,0,0,0,0,0
서울특별시 동작구,단기보호,70-74세,0,0,0,0,0,0
서울특별시 동작구,단기보호,75-79세,0,1,0,0,0,0
서울특별시 동작구,단기보호,80-84세,0,1,3,1,1,0
서울특별시 동작구,단기보호,85-89세,0,0,0,0,0,0
서울특별시 동작구,단기보호,90-94세,0,3,1,1,0,0
서울특별시 동작구,단기보호,95세이상,0,0,0,0,0,0
서울특별시 관악구,방문요양,65-69세,11,21,97,130,10,0
서울특별시 관악구,방문요양,70-74세,23,38,165,234,24,0
서울특별시 관악구,방문요양,75-79세,29,65,248,375,31,1
서울특별시 관악구,방문요양,80-84세,36,96,359,502,56,0
서울특별시 관악구,방문요양,85-89세,35,76,305,362,41,0
서울특별시 관악구,방문요양,90-94세,25,55,141,124,9,1
서울특별시 관악구,방문요양,95세이상,10,19,32,22,0,0
서울특별시 관악구,방문목욕,65-69세,2,2,6,4,1,0
서울특별시 관악구,방문목욕,70-74세,4,4,23,14,2,0
서울특별시 관악구,방문목욕,75-79세,5,7,14,14,1,0
서울특별시 관악구,방문목욕,80-84세,5,13,30,25,3,0
서울특별시 관악구,방문목욕,85-89세,5,15,28,21,3,0
