"시·군·구별","등급별","급여종류별","항목","단위","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년",
"합계","3등급","노인요양공동생활가정","급여이용수급자[명]","명","15696","15858","11967","11400","10730","10407","9337","8426","8088","8135",
"합계","3등급","노인요양공동생활가정","급여제공기관[개]","개","2437","2508","2463","2374","2281","2236","2118","2060","2034","1913",
"합계","3등급","노인요양공동생활가정","급여제공일수[일]","일","3001215","3010190","2498421","2400541","2302602","2219538","2119272","2021733","1861457","1785405",
"합계","3등급","노인요양공동생활가정","급여비용[천원]","천원","127920002","134972183","116836029","113500857","112559905","118379961","123037362","122848924","118768037","118897451",
"합계","3등급","노인요양공동생활가정","공단부담금[천원]","천원","110494870","117464586","101968910","99393937","98791317","104949748","110980073","110819025","107854006","108302065",
"합계","3등급","노인요양시설(단기보호전환)","급여이용수급자[명]","명","5037","","","","","","","","","",
"합계","3등급","노인요양시설(단기보호전환)","급여제공기관[개]","개","339","","","","","","","","","",
"합계","3등급","노인요양시설(단기보호전환)","급여제공일수[일]","일","434172","","","","","","","","","",
"합계","3등급","노인요양시설(단기보호전환)","급여비용[천원]","천원","15897727","","","","","","","","","",
"합계","3등급","노인요양시설(단기보호전환)","공단부담금[천원]","천원","13381571","","","","","","","","","",
"합계","3등급","통합재가서비스","급여이용수급자[명]","명","","","","","","","","","108","215",
"합계","3등급","통합재가서비스","급여제공기관[개]","개","","","","","","","","","18","31",
"합계","3등급","통합재가서비스","급여제공일수[일]","일","","","","","","","","","6956","21657",
"합계","3등급","통합재가서비스","급여비용[천원]","천원","","","","","","","","","397003","1514242",
"합계","3등급","통합재가서비스","공단부담금[천원]","천원","","","","","","","","","357641","1369273",
"합계","4등급","계","급여이용수급자[명]","명","","126730","179078","212173","244124","285180","333599","382061","439602","498325",
"합계","4등급","계","급여제공기관[개]","개","","13750","16201","17758","18783","19641","21551","23097","24458","25878",
"합계","4등급","계","급여제공일수[일]","일","","11507423","32046748","37949877","45046359","52671164","63535517","76481427","86790961","98002056",
"합계","4등급","계","급여비용[천원]","천원","","480116921","1350687252","1619270797","1978204502","2587951293","3337014951","4115654107","4760560845","5421425744",
"합계","4등급","계","공단부담금[천원]","천원","","425945009","1200026208","1442118732","1764820452","2324499714","3030540503","3739292678","4341809718","4952039384",
"합계","4등급","방문요양","급여이용수급자[명]","명","","85656","122442","144070","164804","191017","224404","259589","300118","340807",
"합계","4등급","방문요양","급여제공기관[개]","개","","7154","8435","9504","10039","10478","11830","12854","13701","14655",
"합계","4등급","방문요양","급여제공일수[일]","일","","6867944","18977379","22406414","26647152","30882072","37167115","45012673","52120769","59305082",
"합계","4등급","방문요양","급여비용[천원]","천원","","245798673","685459326","807749166","982048316","1301011953","1650921824","2052598547","2415561026","2760399600",
"합계","4등급","방문요양","공단부담금[천원]","천원","","219675274","613436915","724444874","884091374","1179157749","1509373131","1879086941","2216923015","2534411539",
"합계","4등급","방문목욕","급여이용수급자[명]","명","","16903","25420","28675","33349","37875","42538","49396","56816","64315",
"합계","4등급","방문목욕","급여제공기관[개]","개","","2675","3293","3363","3416","3418","3309","3139","3115","3178",
"합계","4등급","방문목욕","급여제공일수[일]","일","","198576","540818","602826","724116","813948","946549","1119709","1311347","1480492",
"합계","4등급","방문목욕","급여비용[천원]","천원","","11611045","32251890","37008057","46398299","54188337","64841458","79707079","95657984","111916009",
"합계","4등급","방문목욕","공단부담금[천원]","천원","","10330562","28709544","33022358","41626353","48906477","59105829","72713336","87478257","102400889",
"합계","4등급","방문간호","급여이용수급자[명]","명","","1502","2549","3035","4255","5687","6318","6822","7333","7641",
"합계","4등급","방문간호","급여제공기관[개]","개","","248","304","312","364","424","501","503","504","535",
"합계","4등급","방문간호","급여제공일수[일]","일","","21221","60646","72831","107333","148977","185625","220016","249954","264911",
"합계","4등급","방문간호","급여비용[천원]","천원","","898499","2555119","3022112","4848653","7003853","9027881","11007943","12771564","13782543",
"합계","4등급","방문간호","공단부담금[천원]","천원","","799117","2271297","2694793","4356254","6330473","8226005","10022517","11631840","12573363",
"합계","4등급","주야간보호","급여이용수급자[명]","명","","12876","20892","26949","35371","45170","56351","66673","78126","91149",
"합계","4등급","주야간보호","급여제공기관[개]","개","","1512","1973","2332","2785","3239","3973","4581","4846","5187",
"합계","4등급","주야간보호","급여제공일수[일]","일","","983939","2796399","3730823","5043184","6610081","8822543","11122135","13279150","15264379",
"합계","4등급","주야간보호","급여비용[천원]","천원","","41502826","122818007","173465357","248609741","362590532","523521882","650589588","789822647","923300098",
"합계","4등급","주야간보호","공단부담금[천원]","천원","","37006898","110031413","156194555","223020109","326788956","476524326","592210266","721887680","845079458",
"합계","4등급","단기보호","급여이용수급자[명]","명","","1247","1994","1954","1881","1690","1455","957","762","833",
"합계","4등급","단기보호","급여제공기관[개]","개","","269","308","279","227","173","134","111","89","81",
"합계","4등급","단기보호","급여제공일수[일]","일","","48318","115306","112391","105599","88428","77084","59118","46189","45731",
"합계","4등급","단기보호","급여비용[천원]","천원","","1831623","4459773","4351576","4364473","4053328","3820336","3230509","2565330","2597137",
"합계","4등급","단기보호","공단부담금[천원]","천원","","1606382","3927386","3834644","3855829","3618967","3468023","2933800","2345772","2388172",
"합계","4등급","복지용구","급여이용수급자[명]","명","","37734","73063","87776","103149","120252","155022","183822","218927","250855",
"합계","4등급","복지용구","급여제공기관[개]","개","","1167","1346","1395","1450","1439","1496","1506","1531","1610",
"합계","4등급","복지용구","급여제공일수[일]","일","","0","0","0","","","-","0","0","-",
"합계","4등급","복지용구","급여비용[천원]","천원","","14622813","39416296","45805370","51730136","57474448","77933438","97264359","119157112","135570282",
"합계","4등급","복지용구","공단부담금[천원]","천원","","13121353","35343455","41154795","46571924","52028644","71258235","89030996","109169060","124172102",
"합계","4등급","노인요양시설","급여이용수급자[명]","명","","24860","37098","43598","48574","55868","61725","67615","76040","84179",
"합계","4등급","노인요양시설","급여제공기관[개]","개","","2643","2978","3229","3418","3563","3705","3921","4282","4519",
"합계","4등급","노인요양시설","급여제공일수[일]","일","","2924117","8308666","9706355","11058361","12715456","14833393","17295315","18163494","20069715",
"합계","4등급","노인요양시설","급여비용[천원]","천원","","142443828","405427895","485585426","573720920","726359308","919828226","1120567316","1221399190","1369149076",
