"시·군·구별","성별","등급별","자격별","항목","단위","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년",
"서울","합계","5등급","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","171","357","512","701","1931","2303","2549","2931","3220",
"서울","합계","5등급","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","19","35","31","60","51","60","77","89","89",
"서울","합계","5등급","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","152","272","475","689","949","1265","1538","1665","1726",
"서울","합계","인지지원등급","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","","","","","1613","2045","2543","3046","3112",
"서울","합계","인지지원등급","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","","","","","982","1248","1571","1856","1902",
"서울","합계","인지지원등급","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","","","","","403","493","585","731","769",
"서울","합계","인지지원등급","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","","","","","17","14","16","24","13",
"서울","합계","인지지원등급","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","","","","","211","290","371","435","428",
"서울","합계","등급외","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","13216","13852","14104","14801","14573","14930","15163","14930","15140",
"서울","합계","등급외","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","9238","9505","9606","9954","9567","9880","10218","10203","10454",
"서울","합계","등급외","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","328","382","352","401","442","503","516","531","552",
"서울","합계","등급외","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","159","160","161","161","156","145","149","141","122",
"서울","합계","등급외","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","3491","3805","3985","4285","4408","4402","4280","4055","4012",
"서울","합계","등급외A","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","8447","","","","","","","","","",
"서울","합계","등급외A","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","6431","","","","","","","","","",
"서울","합계","등급외A","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","213","","","","","","","","","",
"서울","합계","등급외A","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","109","","","","","","","","","",
"서울","합계","등급외A","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","1694","","","","","","","","","",
"서울","합계","등급외B","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","3829","","","","","","","","","",
"서울","합계","등급외B","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","2534","","","","","","","","","",
"서울","합계","등급외B","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","30","","","","","","","","","",
"서울","합계","등급외B","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","53","","","","","","","","","",
"서울","합계","등급외B","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","1212","","","","","","","","","",
"서울","합계","등급외C","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","1135","","","","","","","","","",
"서울","합계","등급외C","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","778","","","","","","","","","",
"서울","합계","등급외C","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","8","","","","","","","","","",
"서울","합계","등급외C","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","14","","","","","","","","","",
"서울","합계","등급외C","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","335","","","","","","","","","",
"서울","남자","계","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","19118","20850","22886","24795","27529","30853","34385","37063","41021","44377",
"서울","남자","계","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","14727","15762","17128","18432","20281","18873","21323","23165","25236","26857",
"서울","남자","계","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","2035","2426","2622","2793","3227","7441","7928","8070","9354","10421",
"서울","남자","계","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","240","262","273","269","291","289","289","306","303","301",
"서울","남자","계","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","2116","2400","2863","3301","3730","4250","4845","5522","6128","6798",
"서울","남자","1등급","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","1886","1923","1948","2169","2288","2355","2384","2177","2264","2271",
"서울","남자","1등급","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","1541","1567","1572","1770","1847","1603","1676","1518","1587","1516",
"서울","남자","1등급","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","205","208","225","216","235","543","520","467","494","532",
"서울","남자","1등급","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","20","16","15","15","15","15","14","14","13","17",
"서울","남자","1등급","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","120","132","136","168","191","194","174","178","170","206",
"서울","남자","2등급","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","3131","3073","3020","3134","3314","3587","3563","3484","3710","3849",
"서울","남자","2등급","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","2499","2391","2351","2468","2529","2261","2263","2254","2392","2505",
"서울","남자","2등급","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","399","438","409","362","459","988","954","862","933","941",
"서울","남자","2등급","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","32","21","31","30","33","35","26","25","22","25",
"서울","남자","2등급","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","201","223","229","274","293","303","320","343","363","378",
"서울","남자","3등급","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","10914","7279","7736","8063","8513","9093","9431","9928","10927","11849",
"서울","남자","3등급","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","8294","5559","5883","6079","6431","5612","5936","6284","6800","7262",
"서울","남자","3등급","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","1369","985","1068","1115","1187","2570","2529","2583","2944","3234",
"서울","남자","3등급","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","141","110","102","108","95","92","81","81","75","79",
"서울","남자","3등급","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","1110","625","683","761","800","819","885","980","1108","1274",
"서울","남자","4등급","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","4984","6007","6772","7922","9299","11264","12968","14996","16658",
"서울","남자","4등급","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","3646","4354","4853","5698","5368","6649","7785","8794","9494",
"서울","남자","4등급","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","685","762","885","1070","2574","2940","3093","3750","4363",
"서울","남자","4등급","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","62","68","65","75","81","92","104","121","111",
"서울","남자","4등급","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","591","823","969","1079","1276","1583","1986","2331","2690",
"서울","남자","5등급","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","387","759","1112","1552","1959","2621","3026","3473","3820",
"서울","남자","5등급","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","318","606","864","1173","1179","1615","1869","2065","2253",
"서울","남자","5등급","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","34","78","129","177","512","652","722","859","970",
"서울","남자","5등급","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","6","11","9","22","14","19","23","25","26",
"서울","남자","5등급","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","29","64","110","180","254","335","412","524","571",
"서울","남자","인지지원등급","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","","","","","489","623","784","894","923",
"서울","남자","인지지원등급","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","","","","","292","367","478","532","551",
